Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
48,Master's,9,Healthcare,Health Analyst,Medium,Entry,85,22,66,Medium,3,6,53,24,High
24,High School,3,IT,ML Engineer,Large,Entry,93,5,78,Medium,2,10,90,20,High
56,Master's,6,Finance,Accountant,Large,Senior,23,78,25,Low,0,4,20,4,Low
21,Bachelor's,0,Retail,Inventory Analyst,Small,Mid,40,50,85,Low,1,4,18,0,Medium
31,High School,3,Telecom,Network Engineer,Small,Senior,31,65,57,Low,1,5,20,5,Low
47,Master's,12,Retail,Inventory Analyst,Medium,Entry,12,84,81,Low,0,5,8,7,Low
52,Bachelor's,10,Telecom,Operations Analyst,Small,Senior,41,68,39,Low,0,2,30,3,Low
42,Bachelor's,8,Finance,Auditor,Medium,Senior,69,28,53,Medium,5,6,49,10,Medium
32,Master's,5,Healthcare,Nurse,Medium,Senior,54,32,72,Medium,2,6,40,24,Low
35,Bachelor's,3,Logistics,Dispatcher,Large,Entry,32,64,36,Low,2,1,29,5,Medium
56,Bachelor's,7,Education,Teacher,Small,Mid,20,74,69,Low,1,1,14,3,Low
34,PhD,13,Finance,Accountant,Medium,Entry,79,18,28,Medium,2,12,40,28,High
28,High School,7,IT,Software Engineer,Large,Mid,24,86,84,Low,1,1,13,2,Low
22,Bachelor's,1,Manufacturing,Operator,Medium,Entry,77,28,34,Medium,2,7,42,14,High
49,High School,8,Finance,Auditor,Medium,Mid,69,31,24,Medium,2,12,36,27,High
57,Master's,10,Retail,Sales Associate,Medium,Entry,85,11,84,High,6,16,45,42,High
31,Bachelor's,8,Telecom,Support Specialist,Large,Mid,59,35,49,Medium,2,11,50,7,High
21,Bachelor's,0,Logistics,Dispatcher,Small,Senior,27,55,49,Low,1,4,21,4,Low
52,Bachelor's,0,Telecom,Support Specialist,Small,Entry,14,97,20,Low,2,5,10,5,Medium
51,Master's,17,Education,Teacher,Medium,Mid,66,23,92,High,7,20,55,57,Low
45,High School,0,Telecom,Operations Analyst,Medium,Mid,13,95,53,Low,2,5,11,3,Low
22,Bachelor's,1,Finance,Auditor,Medium,Mid,19,75,32,Low,2,3,18,0,Medium
60,PhD,9,IT,ML Engineer,Medium,Mid,27,48,87,Low,0,5,18,6,Low
35,High School,14,Finance,Auditor,Large,Senior,71,38,70,Low,2,0,67,9,Medium
58,Master's,5,IT,ML Engineer,Large,Mid,72,25,67,Medium,5,5,39,24,Medium
39,Master's,7,Finance,Financial Analyst,Medium,Mid,51,42,62,Low,0,4,34,0,Medium
44,Bachelor's,14,Finance,Financial Analyst,Small,Mid,40,53,39,Medium,5,10,38,20,Medium
32,Bachelor's,9,Manufacturing,Operator,Medium,Mid,77,19,73,Medium,3,11,54,15,High
60,Master's,8,Finance,Financial Analyst,Large,Mid,90,0,44,Medium,3,7,52,23,High
41,Bachelor's,14,Logistics,Warehouse Manager,Small,Entry,50,56,93,Low,0,5,31,7,Medium
35,Bachelor's,2,Telecom,Operations Analyst,Medium,Entry,30,78,58,Low,0,0,28,1,Medium
24,Bachelor's,3,IT,Data Analyst,Small,Entry,41,62,80,Medium,5,11,39,19,Medium
52,Bachelor's,4,Healthcare,Health Analyst,Medium,Entry,91,2,64,Medium,3,11,72,26,High
38,PhD,10,Retail,Store Manager,Large,Mid,61,62,78,Medium,5,6,47,21,Medium
46,Bachelor's,7,Telecom,Operations Analyst,Medium,Entry,87,4,22,High,5,30,40,41,High
54,Bachelor's,14,Manufacturing,Operator,Large,Entry,12,83,53,Low,1,3,8,6,Low
50,Master's,10,Healthcare,Medical Assistant,Small,Entry,94,2,79,High,5,25,92,71,High
26,Master's,5,Education,Teacher,Medium,Entry,63,36,96,Medium,2,11,43,13,Medium
37,Master's,4,Healthcare,Nurse,Medium,Senior,92,12,81,Medium,4,7,63,27,Medium
49,Bachelor's,18,IT,Software Engineer,Large,Entry,27,66,85,Low,0,3,24,6,Low
49,Master's,10,Telecom,Operations Analyst,Large,Entry,14,99,30,Low,1,2,7,5,Low
44,Bachelor's,0,Finance,Financial Analyst,Small,Mid,17,85,32,Low,2,4,10,1,Low
49,High School,6,Retail,Inventory Analyst,Small,Entry,44,65,34,Low,0,0,22,2,High
26,Bachelor's,5,Education,Teacher,Large,Senior,56,36,70,Medium,3,8,29,19,Low
31,High School,10,Telecom,Operations Analyst,Large,Mid,33,55,56,Low,2,1,22,7,Medium
47,Bachelor's,5,Healthcare,Nurse,Small,Senior,83,6,97,High,9,30,59,78,Low
26,High School,5,Healthcare,Nurse,Large,Entry,30,59,65,Low,2,4,16,1,Low
44,Bachelor's,9,Manufacturing,Production Supervisor,Large,Mid,48,48,51,Low,0,2,43,7,Medium
31,Bachelor's,10,Finance,Accountant,Large,Senior,16,76,54,Low,1,2,8,1,Low
24,High School,3,IT,ML Engineer,Large,Entry,85,27,37,Medium,4,8,67,26,High
49,Bachelor's,6,Logistics,Dispatcher,Medium,Senior,67,36,58,Low,2,3,51,7,Medium
34,Bachelor's,2,Finance,Financial Analyst,Medium,Mid,75,33,39,Medium,3,14,58,26,High
59,Bachelor's,10,Finance,Financial Analyst,Medium,Entry,38,66,59,Medium,4,12,23,10,Medium
45,Bachelor's,22,Finance,Accountant,Small,Senior,40,49,74,Medium,5,5,35,18,Low
53,Bachelor's,0,Logistics,Warehouse Manager,Large,Mid,39,76,31,Low,0,5,34,5,Medium
51,High School,4,Education,Teacher,Medium,Mid,18,74,88,Low,1,2,10,4,Low
42,Master's,7,Retail,Store Manager,Small,Entry,13,91,87,Low,0,1,6,9,Low
53,Bachelor's,13,Manufacturing,Operator,Large,Entry,47,67,89,Low,0,4,32,7,Medium
32,Bachelor's,11,Finance,Accountant,Medium,Senior,53,45,55,Medium,3,6,52,11,Medium
50,Master's,13,Education,Academic Coordinator,Large,Mid,82,33,61,Medium,4,14,79,29,Medium
51,Master's,5,Logistics,Warehouse Manager,Medium,Entry,12,100,72,Low,2,1,10,7,Low
38,Master's,5,Manufacturing,Operator,Medium,Mid,52,46,25,Medium,5,7,39,24,Medium
38,Bachelor's,17,Healthcare,Health Analyst,Medium,Entry,65,27,42,Medium,3,8,47,25,Medium
58,Bachelor's,6,Education,Academic Coordinator,Small,Entry,19,90,63,Low,0,2,17,2,Low
24,Master's,3,Telecom,Network Engineer,Large,Mid,81,21,53,High,6,20,46,62,Medium
45,Bachelor's,6,IT,Data Analyst,Small,Senior,47,76,24,Low,2,2,28,9,Low
46,High School,16,Retail,Store Manager,Large,Senior,14,77,73,Low,1,1,12,3,Low
57,Bachelor's,11,Telecom,Support Specialist,Medium,Entry,89,9,67,Medium,5,9,43,24,High
25,Bachelor's,0,Education,Teacher,Medium,Mid,25,83,71,Low,0,1,19,2,Low
60,Bachelor's,5,Education,Academic Coordinator,Large,Entry,94,15,85,Medium,4,11,80,19,High
48,Bachelor's,6,Logistics,Warehouse Manager,Large,Entry,83,13,40,Medium,5,8,80,8,High
51,PhD,5,Education,Academic Coordinator,Medium,Entry,22,73,24,Low,2,2,21,1,Low
58,Master's,15,Logistics,Dispatcher,Large,Entry,73,38,44,Medium,4,8,53,7,High
30,Bachelor's,6,Finance,Accountant,Small,Entry,53,43,84,Medium,5,8,49,7,High
41,High School,6,Finance,Financial Analyst,Small,Senior,29,78,49,Low,2,4,16,0,Low
35,Bachelor's,10,Healthcare,Health Analyst,Small,Entry,90,5,36,High,5,28,69,74,High
22,Bachelor's,1,Retail,Sales Associate,Medium,Mid,79,13,79,Medium,3,11,69,10,High
23,Bachelor's,2,Finance,Auditor,Small,Mid,19,85,91,Low,2,1,13,4,Low
58,Bachelor's,7,Finance,Accountant,Small,Mid,30,75,56,Low,0,3,19,9,Low
41,Bachelor's,0,IT,ML Engineer,Large,Entry,64,26,47,Medium,3,11,50,6,High
26,Bachelor's,3,Telecom,Operations Analyst,Small,Entry,75,40,77,Medium,3,14,52,18,High
41,Master's,8,Retail,Store Manager,Medium,Mid,57,43,66,Medium,2,11,45,13,Medium
29,Bachelor's,8,Manufacturing,Operator,Small,Mid,93,12,42,Medium,5,14,57,20,High
38,Bachelor's,8,Logistics,Dispatcher,Medium,Mid,45,65,88,Medium,3,11,44,15,Medium
43,Bachelor's,2,Healthcare,Medical Assistant,Large,Entry,89,12,24,Medium,3,13,64,14,High
24,Master's,3,Telecom,Network Engineer,Medium,Entry,51,35,92,Medium,3,10,30,20,Medium
43,Bachelor's,6,Manufacturing,Production Supervisor,Large,Entry,93,0,55,Medium,5,7,67,23,High
59,Bachelor's,11,Logistics,Dispatcher,Small,Mid,85,17,25,High,6,19,59,41,High
31,Bachelor's,4,Finance,Financial Analyst,Medium,Entry,52,40,94,Medium,5,7,42,24,Medium
33,Bachelor's,9,Education,Research Assistant,Medium,Entry,57,38,23,Medium,4,5,43,7,Medium
29,High School,5,IT,ML Engineer,Small,Entry,81,17,67,Medium,5,11,69,7,High
22,Bachelor's,1,Retail,Inventory Analyst,Medium,Entry,50,31,87,Low,2,4,32,3,High
41,High School,6,Healthcare,Health Analyst,Small,Entry,31,74,26,Low,1,5,29,6,Medium
30,Master's,3,Healthcare,Medical Assistant,Medium,Entry,13,100,42,Low,0,1,10,9,Low
49,Master's,8,Healthcare,Nurse,Large,Mid,66,39,92,Low,1,3,38,8,Low
49,Master's,12,Healthcare,Health Analyst,Large,Entry,63,17,32,Low,1,0,43,0,High
34,High School,5,Logistics,Warehouse Manager,Small,Entry,47,41,47,Low,1,5,36,4,High
24,High School,3,IT,Software Engineer,Small,Senior,82,5,62,Medium,5,9,64,13,High
46,High School,13,Logistics,Supply Chain Analyst,Medium,Mid,61,26,83,Medium,5,13,29,7,High
37,Bachelor's,6,Finance,Financial Analyst,Small,Entry,54,48,90,Medium,4,10,40,17,Medium
46,Bachelor's,6,Education,Teacher,Medium,Entry,87,5,83,Medium,5,11,75,6,High
36,Master's,11,IT,ML Engineer,Medium,Entry,63,65,86,Medium,2,14,45,24,Medium
52,High School,8,Retail,Inventory Analyst,Small,Senior,77,26,71,Medium,2,6,71,9,High
23,High School,2,Education,Academic Coordinator,Medium,Entry,62,33,33,Medium,5,9,57,20,High
24,Master's,3,Logistics,Warehouse Manager,Medium,Mid,41,59,25,Low,0,5,36,7,Medium
55,Master's,11,IT,Software Engineer,Medium,Entry,25,62,64,Low,0,0,19,1,Low
42,Bachelor's,6,Education,Teacher,Medium,Mid,26,95,84,Low,2,0,25,4,Low
24,Bachelor's,3,Manufacturing,Operator,Small,Entry,15,82,75,Low,1,2,11,6,Low
46,Master's,10,Manufacturing,Operator,Medium,Entry,79,21,94,Medium,5,11,58,11,High
35,Master's,14,Healthcare,Medical Assistant,Medium,Mid,71,43,73,Medium,2,12,48,23,Medium
53,Bachelor's,15,Telecom,Support Specialist,Large,Mid,70,42,55,Medium,5,6,51,28,Medium
56,High School,14,Finance,Auditor,Medium,Mid,48,46,73,Low,0,4,43,3,Medium
22,High School,1,Manufacturing,Quality Engineer,Large,Mid,90,12,79,Medium,3,5,76,21,High
22,High School,0,Retail,Inventory Analyst,Small,Entry,52,48,49,Medium,4,12,28,16,High
34,PhD,13,Telecom,Support Specialist,Medium,Mid,51,38,26,Low,2,5,38,2,Medium
44,Bachelor's,16,Education,Academic Coordinator,Small,Entry,29,76,65,Low,1,2,26,6,Low
27,Master's,6,Logistics,Dispatcher,Small,Mid,75,19,28,Medium,3,11,44,21,High
29,Bachelor's,6,IT,ML Engineer,Medium,Mid,93,8,78,High,10,25,56,35,High
50,Bachelor's,9,Healthcare,Medical Assistant,Medium,Mid,94,2,55,High,6,20,62,47,High
27,High School,6,Healthcare,Nurse,Medium,Entry,86,29,83,Medium,2,10,62,13,High
36,Bachelor's,9,Finance,Auditor,Large,Senior,33,71,70,Low,2,2,16,6,Low
51,Bachelor's,0,Manufacturing,Production Supervisor,Medium,Mid,26,60,64,Low,0,3,22,1,Medium
26,Bachelor's,5,Healthcare,Nurse,Medium,Entry,55,50,89,Medium,4,5,34,9,Medium
47,Bachelor's,9,Healthcare,Medical Assistant,Medium,Entry,21,85,84,Low,0,4,11,5,Low
47,Bachelor's,7,Finance,Auditor,Large,Senior,67,41,72,Low,0,4,57,6,Medium
40,Bachelor's,4,Retail,Sales Associate,Medium,Entry,70,37,40,Medium,5,8,45,11,High
47,Master's,10,Education,Research Assistant,Small,Senior,60,25,27,Medium,5,14,56,13,Low
35,Master's,5,Finance,Financial Analyst,Small,Mid,79,38,42,High,6,28,50,22,High
45,High School,13,Logistics,Warehouse Manager,Large,Entry,48,54,93,Low,0,0,38,0,High
35,Master's,5,Retail,Inventory Analyst,Large,Senior,48,69,48,Low,0,5,37,9,Low
35,Bachelor's,10,Healthcare,Health Analyst,Small,Entry,50,59,72,Low,2,2,27,3,Medium
27,Master's,6,Telecom,Network Engineer,Medium,Entry,39,76,56,Low,2,5,29,1,Medium
38,Bachelor's,11,Retail,Store Manager,Medium,Entry,80,28,88,Medium,4,6,50,29,High
25,Bachelor's,4,Healthcare,Health Analyst,Medium,Mid,18,63,64,Low,1,2,9,1,Low
21,Bachelor's,0,Healthcare,Nurse,Medium,Entry,29,76,89,Low,1,0,20,6,Low
53,Bachelor's,15,IT,ML Engineer,Large,Mid,50,52,69,Medium,4,8,44,6,Medium
37,High School,7,Healthcare,Nurse,Small,Mid,82,24,71,High,8,29,81,25,High
55,PhD,14,Healthcare,Medical Assistant,Small,Mid,28,88,88,Low,0,5,12,4,Low
49,Bachelor's,7,Healthcare,Health Analyst,Medium,Entry,51,58,78,Medium,4,12,26,9,Medium
23,Bachelor's,2,Telecom,Operations Analyst,Small,Entry,76,29,86,Medium,5,7,74,18,High
27,Bachelor's,6,IT,ML Engineer,Large,Senior,72,33,75,Medium,2,8,67,29,Medium
39,High School,5,Manufacturing,Production Supervisor,Medium,Entry,65,51,70,Medium,5,12,52,8,High
44,Bachelor's,13,Retail,Sales Associate,Medium,Mid,38,84,76,Low,2,1,24,1,Low
51,Master's,18,Logistics,Warehouse Manager,Large,Entry,65,45,93,Low,0,5,49,5,Medium
44,Bachelor's,13,Healthcare,Nurse,Small,Entry,62,31,80,Medium,3,13,47,17,Medium
56,Bachelor's,4,Telecom,Operations Analyst,Small,Senior,12,93,94,Low,1,1,11,1,Low
25,High School,4,Healthcare,Health Analyst,Small,Entry,53,47,35,Medium,4,11,51,15,High
46,Bachelor's,9,Healthcare,Health Analyst,Large,Senior,64,36,86,Medium,5,12,57,22,Low
41,Bachelor's,11,Manufacturing,Production Supervisor,Large,Senior,29,89,29,Low,0,2,15,5,Low
43,Master's,6,Education,Academic Coordinator,Medium,Entry,45,58,39,Low,1,4,22,7,Low
58,Bachelor's,8,Finance,Accountant,Small,Entry,43,59,81,Low,2,0,25,5,Medium
41,Bachelor's,9,Telecom,Support Specialist,Large,Mid,29,70,60,Low,1,3,17,1,Low
40,Bachelor's,1,Healthcare,Nurse,Small,Mid,87,0,89,Medium,5,8,52,20,High
38,High School,4,IT,Software Engineer,Large,Entry,63,40,84,Low,0,0,36,7,High
51,High School,2,Telecom,Network Engineer,Large,Mid,29,75,59,Low,2,5,23,6,Medium
53,Bachelor's,8,Finance,Accountant,Medium,Mid,33,58,80,Low,0,4,18,7,Low
32,Bachelor's,11,Logistics,Dispatcher,Medium,Entry,69,37,30,Medium,2,6,47,25,High
30,Bachelor's,3,IT,ML Engineer,Small,Entry,33,51,28,Low,1,3,32,0,Medium
30,Bachelor's,0,Finance,Accountant,Medium,Entry,57,32,68,Medium,2,14,48,25,High
37,Bachelor's,1,Logistics,Dispatcher,Medium,Mid,43,74,63,Low,1,3,27,7,Medium
22,High School,1,Healthcare,Health Analyst,Medium,Entry,75,34,45,Medium,2,11,37,13,High
21,High School,0,IT,ML Engineer,Small,Entry,50,49,74,Low,2,3,35,3,High
51,Bachelor's,10,Telecom,Operations Analyst,Medium,Mid,82,13,54,High,5,18,62,26,High
43,Bachelor's,11,Telecom,Support Specialist,Large,Senior,79,21,35,Medium,4,6,37,17,Medium
48,Bachelor's,1,IT,ML Engineer,Medium,Entry,26,66,22,Low,0,5,20,2,Medium
42,Bachelor's,12,Telecom,Network Engineer,Large,Mid,65,31,26,Medium,3,14,38,22,High
44,Bachelor's,9,Logistics,Warehouse Manager,Large,Entry,89,15,22,Medium,5,7,64,22,High
55,Bachelor's,17,Education,Research Assistant,Small,Entry,45,46,85,Medium,5,14,23,20,Low
28,Master's,5,Finance,Financial Analyst,Small,Entry,15,91,35,Low,1,0,14,9,Low
30,High School,9,Healthcare,Medical Assistant,Large,Mid,68,37,60,Low,2,4,50,2,Medium
41,Bachelor's,11,Logistics,Supply Chain Analyst,Medium,Entry,59,43,27,Low,0,5,54,8,High
31,Master's,5,Finance,Financial Analyst,Large,Entry,73,48,44,Medium,3,11,70,28,High
37,Master's,14,Telecom,Support Specialist,Medium,Entry,49,64,75,Low,1,1,46,2,Medium
43,PhD,5,Retail,Store Manager,Large,Mid,55,33,82,Low,2,4,46,5,Medium
36,Master's,0,IT,ML Engineer,Small,Entry,81,24,48,Medium,4,9,43,21,High
24,High School,3,Finance,Auditor,Medium,Entry,17,93,82,Low,0,2,7,6,Low
59,High School,9,IT,Data Analyst,Medium,Entry,75,30,65,Medium,4,12,72,8,High
33,High School,0,Retail,Inventory Analyst,Large,Entry,53,37,67,Low,0,5,43,2,High
51,Bachelor's,16,Education,Academic Coordinator,Small,Mid,93,0,83,High,10,24,82,41,High
25,Bachelor's,4,Education,Teacher,Medium,Mid,84,21,72,High,6,22,79,75,Medium
35,High School,7,Healthcare,Medical Assistant,Large,Senior,42,59,54,Low,0,3,28,3,Low
42,Bachelor's,4,Manufacturing,Quality Engineer,Small,Entry,19,90,56,Low,1,0,13,2,Medium
48,Master's,4,Telecom,Operations Analyst,Medium,Senior,82,5,49,Medium,4,9,59,5,Medium
25,Bachelor's,4,Education,Research Assistant,Medium,Senior,60,51,28,Low,1,5,53,4,Low
31,Bachelor's,2,Manufacturing,Operator,Medium,Mid,20,69,21,Low,0,5,13,0,Medium
53,Bachelor's,10,Telecom,Network Engineer,Large,Senior,28,66,53,Low,2,3,20,4,Low
27,Master's,6,Telecom,Operations Analyst,Large,Entry,21,85,47,Low,2,3,13,6,Low
54,Bachelor's,2,Logistics,Supply Chain Analyst,Large,Mid,61,42,71,Medium,4,11,39,9,High
31,High School,10,Education,Research Assistant,Small,Senior,56,26,39,Medium,3,10,35,28,Low
42,Bachelor's,14,Logistics,Warehouse Manager,Small,Mid,75,15,77,High,7,28,36,38,High
39,Bachelor's,7,Manufacturing,Operator,Medium,Mid,11,99,37,Low,2,1,6,7,Low
29,Bachelor's,8,Education,Research Assistant,Medium,Entry,16,86,71,Low,0,5,15,4,Low
24,Master's,3,Telecom,Operations Analyst,Medium,Mid,25,71,50,Low,1,1,22,9,Low
49,Master's,4,Healthcare,Health Analyst,Small,Mid,90,8,34,High,9,21,42,79,Medium
56,Bachelor's,11,Finance,Auditor,Small,Mid,82,12,41,Medium,4,12,78,15,High
59,Bachelor's,0,Retail,Sales Associate,Medium,Entry,68,42,92,Low,2,5,40,7,High
58,High School,17,Healthcare,Nurse,Large,Senior,53,64,73,Medium,5,14,43,26,Low
31,Bachelor's,10,Retail,Inventory Analyst,Medium,Mid,67,51,73,Low,0,4,66,1,High
47,PhD,19,Telecom,Support Specialist,Small,Mid,88,13,39,Medium,2,13,71,17,High
57,High School,14,IT,Software Engineer,Medium,Mid,14,90,61,Low,0,0,12,0,Low
40,Bachelor's,4,Telecom,Operations Analyst,Medium,Mid,50,55,35,Medium,5,12,28,24,Medium
28,Bachelor's,7,IT,Software Engineer,Medium,Mid,71,32,89,Medium,5,11,63,10,Medium
28,Master's,0,Healthcare,Medical Assistant,Small,Mid,34,57,63,Low,0,4,16,4,Low
22,High School,1,Telecom,Network Engineer,Small,Mid,34,69,82,Low,2,5,23,3,Medium
56,Bachelor's,8,Finance,Financial Analyst,Large,Entry,85,0,33,High,5,29,44,37,High
38,High School,5,Retail,Sales Associate,Large,Entry,55,32,59,Low,2,5,48,2,High
46,Master's,12,Finance,Auditor,Medium,Mid,83,5,71,Medium,2,6,40,27,High
60,Bachelor's,7,IT,ML Engineer,Medium,Entry,32,62,27,Low,0,1,14,6,Medium
35,Bachelor's,13,Telecom,Support Specialist,Medium,Entry,48,57,57,Medium,3,8,46,7,Medium
41,Bachelor's,4,Manufacturing,Operator,Large,Mid,15,90,23,Low,0,3,10,6,Low
37,High School,7,IT,Software Engineer,Medium,Mid,44,63,35,Low,1,3,22,4,Medium
34,High School,7,Logistics,Warehouse Manager,Small,Entry,47,60,79,Medium,4,8,32,10,Medium
49,Bachelor's,7,IT,Software Engineer,Medium,Senior,49,41,87,Medium,2,6,25,25,Low
34,High School,8,Manufacturing,Production Supervisor,Large,Mid,64,36,75,Medium,5,9,53,6,High
26,Bachelor's,4,IT,ML Engineer,Large,Mid,88,2,59,High,9,29,43,30,High
39,Bachelor's,8,Retail,Inventory Analyst,Small,Entry,87,14,44,Medium,4,7,62,9,High
48,Bachelor's,10,Healthcare,Health Analyst,Medium,Entry,49,40,53,Medium,2,6,46,23,Medium
37,High School,2,IT,Data Analyst,Small,Entry,87,20,47,Medium,3,9,58,14,High
34,High School,9,Retail,Inventory Analyst,Medium,Entry,83,0,68,Medium,4,7,70,15,High
55,High School,8,IT,Software Engineer,Large,Entry,38,62,54,Medium,5,12,23,17,Medium
25,High School,4,Finance,Financial Analyst,Small,Entry,31,64,49,Low,0,0,17,8,Medium
27,Bachelor's,1,Telecom,Support Specialist,Large,Mid,62,39,23,Medium,2,10,42,5,High
39,Bachelor's,1,Telecom,Support Specialist,Medium,Senior,86,7,39,Medium,2,7,53,24,High
35,Master's,11,Retail,Inventory Analyst,Large,Mid,10,84,90,Low,1,1,4,8,Low
27,Bachelor's,6,IT,ML Engineer,Medium,Entry,56,54,52,Medium,3,7,45,24,Medium
49,Bachelor's,7,Finance,Accountant,Large,Entry,89,7,77,Medium,3,8,44,21,High
44,Master's,7,Manufacturing,Operator,Large,Mid,68,44,84,Medium,4,5,49,23,Medium
43,High School,10,Education,Academic Coordinator,Medium,Mid,80,21,51,Medium,3,7,49,16,High
55,High School,9,Manufacturing,Production Supervisor,Small,Entry,23,77,48,Low,0,5,20,8,Medium
49,Master's,2,Retail,Sales Associate,Medium,Mid,45,60,61,Medium,4,6,39,23,Medium
30,Master's,9,Telecom,Operations Analyst,Large,Mid,94,17,43,High,9,24,66,40,High
28,Bachelor's,7,IT,Data Analyst,Medium,Senior,13,74,32,Low,0,5,6,0,Low
39,Bachelor's,7,Healthcare,Medical Assistant,Small,Entry,14,82,80,Low,2,5,9,7,Low
55,Bachelor's,9,Finance,Auditor,Large,Entry,30,71,51,Low,1,1,28,1,Medium
44,Bachelor's,6,Finance,Auditor,Medium,Entry,50,39,26,Medium,3,13,30,16,High
39,Bachelor's,11,Manufacturing,Quality Engineer,Large,Entry,63,28,71,Medium,2,6,28,25,High
38,PhD,10,Finance,Auditor,Large,Senior,78,10,82,Medium,5,7,51,9,Medium
56,Bachelor's,7,Manufacturing,Operator,Small,Mid,71,23,23,Medium,2,11,49,11,High
45,Bachelor's,15,Manufacturing,Operator,Medium,Entry,28,65,66,Low,0,4,23,9,Medium
34,Bachelor's,13,Logistics,Warehouse Manager,Large,Entry,33,76,55,Low,0,2,22,7,Medium
50,Bachelor's,12,Logistics,Supply Chain Analyst,Large,Entry,39,48,87,Low,0,2,19,8,Medium
24,Bachelor's,3,Education,Academic Coordinator,Medium,Entry,27,76,59,Low,2,1,13,8,Low
44,Bachelor's,9,Logistics,Dispatcher,Small,Mid,48,44,90,Low,1,3,45,2,Medium
51,High School,9,IT,Data Analyst,Medium,Mid,18,97,42,Low,2,4,8,5,Low
40,PhD,7,Finance,Financial Analyst,Medium,Mid,83,15,26,Medium,3,7,64,17,High
42,Bachelor's,9,Finance,Financial Analyst,Medium,Entry,25,59,76,Low,0,4,13,6,Low
48,Bachelor's,5,Retail,Inventory Analyst,Medium,Entry,93,15,72,High,10,29,46,54,High
31,Master's,10,Retail,Sales Associate,Small,Entry,69,22,44,Medium,3,8,54,12,High
22,High School,1,Telecom,Support Specialist,Medium,Entry,79,14,73,Medium,4,9,69,10,High
44,Bachelor's,10,IT,ML Engineer,Large,Mid,43,50,44,Medium,2,12,29,29,Low
44,Bachelor's,10,Manufacturing,Production Supervisor,Large,Mid,30,70,31,Low,0,5,24,7,Medium
44,Bachelor's,1,Manufacturing,Production Supervisor,Large,Mid,83,23,93,Medium,5,13,61,14,High
42,Master's,8,Telecom,Operations Analyst,Large,Mid,32,66,81,Low,0,1,29,0,Low
50,High School,7,Education,Teacher,Medium,Entry,26,64,86,Low,1,2,21,9,Low
50,Bachelor's,18,Healthcare,Medical Assistant,Large,Mid,39,66,94,Low,1,0,17,9,Low
38,High School,10,Education,Academic Coordinator,Medium,Entry,91,14,32,Medium,2,13,80,25,High
44,Master's,10,Retail,Inventory Analyst,Large,Mid,88,2,22,High,5,22,42,22,High
31,Bachelor's,10,Manufacturing,Production Supervisor,Large,Senior,58,38,88,Medium,2,9,50,16,Medium
29,Master's,8,Retail,Sales Associate,Medium,Mid,12,94,46,Low,0,2,7,5,Low
22,Bachelor's,1,Retail,Store Manager,Large,Mid,42,56,78,Low,2,4,31,7,Medium
59,Bachelor's,8,Retail,Sales Associate,Medium,Entry,93,0,60,High,10,21,50,36,High
48,PhD,8,Retail,Store Manager,Medium,Mid,25,73,68,Low,1,5,12,7,Low
26,Master's,5,Retail,Store Manager,Medium,Mid,22,62,93,Low,0,4,19,6,Low
59,High School,13,Education,Teacher,Medium,Mid,93,2,65,Medium,2,9,59,21,High
23,Bachelor's,1,Finance,Accountant,Medium,Entry,80,33,90,Medium,4,6,52,22,High
43,High School,22,Finance,Auditor,Large,Mid,52,41,93,Low,2,3,25,3,Medium
35,Master's,9,Logistics,Dispatcher,Medium,Mid,50,55,51,Low,1,1,35,7,Medium
49,Bachelor's,15,IT,ML Engineer,Medium,Mid,68,40,82,Medium,2,12,34,20,Medium
41,Bachelor's,5,IT,Data Analyst,Large,Entry,57,52,87,Medium,5,6,54,23,Medium
27,High School,6,Education,Research Assistant,Small,Mid,35,70,28,Low,2,5,32,6,Low
29,Master's,8,Education,Academic Coordinator,Small,Entry,18,87,43,Low,0,2,11,7,Low
32,Bachelor's,10,Manufacturing,Quality Engineer,Large,Mid,48,64,91,Low,0,2,24,1,Medium
59,Master's,4,Healthcare,Health Analyst,Large,Mid,32,60,84,Low,1,0,30,8,Low
29,Bachelor's,2,Manufacturing,Quality Engineer,Medium,Mid,27,80,91,Low,2,5,23,6,Medium
